org_name,total,pacs,indivs,cycle,source,cid
Associated Builders & Contractors,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2022,N00042808
Charter Communications,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2022,N00042808
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2022,N00042808
Florida Crystals,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2022,N00042808
GuideWell,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2022,N00042808
Koch Industries,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042808&cycle=2022,N00042808
Votesane PAC,103150,6650,96500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
American Israel Public Affairs Cmte,101800,7900,93900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
Gentex,27200,10000,17200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
SchoolsFirst Federal Credit Union,15200,10000,5200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
JStreetPAC,14650,2500,12150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
Telacu,13700,0,13700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
Gentex Corp,13200,0,13200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
General Atomics,13000,10000,3000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
Esri,12775,0,12775,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
National Air Traffic Controllers Assn,12500,12500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033997&cycle=2022,N00033997
Democracy Engine,1435326,0,1435326,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
EMILY's List,405783,10000,395783,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Votesane PAC,168900,0,168900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Apollo Global Management,155200,0,155200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Crescent Capital Group,135100,0,135100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Goldman Sachs,125450,10000,115450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Blackstone Group,118900,0,118900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Arizona State University,90333,0,90333,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
DaVita Inc,79545,18500,61045,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Ryan LLC,74750,10000,64750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033983&cycle=2022,N00033983
Union Concrete & Construction,16100,0,16100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
Bricklayers Union,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
Cold Spring Construction,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
Executive Affiliates Inc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
Air Line Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
American Bankers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
American Chiropractic Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
American Federation of Teachers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
American Hospital Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027060&cycle=2022,N00027060
Democracy Engine,162249,0,162249,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
American Israel Public Affairs Cmte,65248,4200,61048,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
Frontline USA,38285,10000,28285,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
AmeriPAC: The Fund for a Greater America,30800,10000,20800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
Pro-Israel America PAC,29450,2500,26950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
Digidems PAC,20700,5700,15000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
Bessemer Venture Partners,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
Democratic Congressional Campaign Cmte,17042,9992,7050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
University of New Hampshire,16800,0,16800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
Allen & Co,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042161&cycle=2022,N00042161
American Israel Public Affairs Cmte,37300,2100,35200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
Robindale Energy Services,19500,0,19500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
United Parcel Service,10312,10000,312,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
Air Line Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
American Bankers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
American Land Title Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
Comcast Corp,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
Council of Insurance Agents & Brokers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
Laborers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041871&cycle=2022,N00041871
American Israel Public Affairs Cmte,18500,10000,8500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Northwestern Mutual Life Insurance,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Mt Olympus Enterprises,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Sargento,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Uline Inc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Speed Systems Inc,11200,0,11200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Brunswick Corp,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Koch Industries,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Oshkosh Corp,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036409&cycle=2022,N00036409
Conquering Cancer PAC,12500,12500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
National Community Pharmacists Assn,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Christian Family Pharmacy,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Alliance for Pharmacy Compounding,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
American Hospital Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Community Oncology Alliance,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Democracy Engine,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Eastman Chemical,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Home Depot,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046688&cycle=2022,N00046688
Cornerstone Government Affairs,11250,0,11250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
American Maritime Officers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Boeing Co,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
General Dynamics,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Honeywell International,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Lockheed Martin,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
National Auto Dealers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Northrop Grumman,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
EMILY's List,471602,10000,461602,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Democracy Engine,419270,0,419270,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
JStreetPAC,154507,1000,153507,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Votesane PAC,104000,0,104000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Harvard University,97258,0,97258,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Google Inc,79816,10000,69816,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
American Israel Public Affairs Cmte,77650,10000,67650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Motley Rice LLC,54191,0,54191,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
State of New Hampshire,53843,0,53843,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Goldman Sachs,53433,10000,43433,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038397&cycle=2022,N00038397
Frontline USA,38912,10000,28912,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
Digidems PAC,34812,2712,32100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
American Israel Public Affairs Cmte,31530,7900,23630,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
AmeriPAC: The Fund for a Greater America,28800,10000,18800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
Democracy Engine,24200,0,24200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
Pro-Israel America PAC,21550,2500,19050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
Blackstone Group,20300,0,20300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
Bessemer Venture Partners,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
No Labels Problem Solvers,16100,5000,11100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
US House of Representatives,14750,0,14750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041668&cycle=2022,N00041668
"Paul, Weiss et al",30350,0,30350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035670&cycle=2022,N00035670
American Israel Public Affairs Cmte,23435,7900,15535,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035670&cycle=2022,N00035670
Winning for Women,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035670&cycle=2022,N00035670
Veterans Guardian VA Claim Consulting,18250,0,18250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035670&cycle=2022,N00035670
Animal Wellness Action,12800,6000,6800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035670&cycle=2022,N00035670
Palmetto Surety Corp,12200,0,12200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035670&cycle=2022,N00035670
